mantaghe,tedad kol tabaghat,vahed,Mablaghe kol,metri,tabaghe,zir bana,khab,Balkon,telephone,ashpazkhaneh,open,behdashti,kafpoosh,parking,anbari,sen,nama,sanad,گاز,آسانسور,آیفون تصویری,کولر,درب ریموت کنترل,شوفاژ,پکیج,باز سازی شده,جکوزی,سونا,استخر,لابی,داکت اسپلیت,چیلر,روف گاردن,مسترروم,فاقد آسانسور,اسپلیت,سرویس مستخدم: سرايدار,سالن اجتماعات,فن کوئل,سالن بدنسازی,دوربین مداربسته,برق اضطراری,فلت,گرمایشی از کف,اعلام حریق,اطفاء حریق,جاروبرقی مرکزی,درب ضد سرقت,لندری,مبله,فروش با مستاجر,آنتن مرکزی,حیاط خلوت,سرویس مستخدم: دارد,باربیکیو,تابلو خور,سالن کنفرانس,سرویس مستخدم: نگهبان,هواساز,ماهواره مرکزی,شوتینگ زباله,سرویس مستخدم: لابي من,سرویس مستخدم: نگهبان/سرايدار
Gheytarieh,5,4,,,1,95,2,1,1,Pantry,0,Western,Ceramic,1,1,0-5,Thermo Wood,Residential,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Farmanieh,5,3,32000000000,231880000,3,138,3,1,1,MDF,1,Persian-Western,Stone,1,1,5-10,Stone,Personal,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Northern Kamranieh,5,6,,,3,250,4,0,1,MDF,1,Persian-Western,Laminate,1,1,10-15,Stone,Personal,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,2,,,,,157,3,0,1,MDF,1,Persian-Western,Ceramic,1,1,30+,Stone,Personal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,10,2,,,7,286,4,1,1,High-class,1,Persian-Western,Stone,1,1,5-10,Composite,Residential,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darband,5,4,18500000000,176190000,1,105,2,1,1,MDF,1,Persian-Western,Ceramic,1,1,15-20,Stone,Personal,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,5,1,,,3,300,4,0,1,MDF,1,Persian-Western,Ceramic,1,1,15-20,Stone,Personal,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farmanieh,4,4,36000000000,240000000,3,150,3,1,1,MDF,1,Persian-Western,Ceramic,1,1,10-15,Ceramic,Personal,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown,,,,,,,,0,1,Unknown,0,Persian-Western,Laminate,1,1,10-15,Stone,Personal,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,5,4,,,1,95,2,1,1,Pantry,0,Western,Ceramic,1,1,0-5,Thermo Wood,Residential,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tajrish,4,1,14000000000,189180000,4,74,2,0,1,Membrane,1,Persian-Western,Ceramic,1,1,20-30,Stone,Personal,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,5,1,33075000000,245000000,2,135,3,1,1,MDF,1,Persian-Western,Stone,1,1,10-15,Stone,Personal,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Farmanieh,2,2,,,2,135,2,1,1,MDF,1,Persian-Western,Parquet,1,1,30+,Stone,Personal,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,28,,60000000000,297020000,,202,3,0,1,Pantry,0,Persian-Western,Stone,1,1,0-5,Composite,Residential,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,4,2,25000000000,208330000,1,120,2,1,1,High-gloss,1,Persian-Western,Stone,1,1,15-20,Stone,Personal,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farmanieh,5,3,32000000000,231880000,3,138,3,1,1,MDF,1,Persian-Western,Stone,1,1,5-10,Stone,Personal,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,4,1,,,4,196,4,1,1,MDF,1,Persian-Western,Ceramic,1,1,20-30,Stone,Personal,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ekhtiarieh,6,2,26000000000,200000000,4,130,3,1,1,High-gloss,1,Persian-Western,Ceramic,1,1,20-30,Stone,Personal,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirdamad,5,1,45000000000,409090000,2,110,3,0,1,MDF,1,Western,Stone,1,1,5-10,Composite Panel,Residential,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Niavaran,4,3,,,3,75,2,0,1,Pantry,0,Persian,Laminate,1,0,15-20,Stone,Promissory,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,5,1,12800000000,160000000,4,80,2,0,1,MDF,1,Persian-Western,Ceramic,0,1,0-5,Stone,Personal,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,5,1,51100000000,350000000,1,146,3,1,1,None,1,Persian-Western,Stone,1,1,0-5,Stone,Personal,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darband,11,5,,,1,206,3,1,1,MDF,1,Persian-Western,Stone,1,1,0-5,Stone,Personal,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ekhtiarieh,3,,32320000000,320000000,,101,3,0,1,MDF,1,Persian-Western,Ceramic,0,1,20-30,3cm Brick,Personal,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aghdasieh,5,1,24050000000,185000000,1,130,3,0,1,MDF,1,Persian-Western,Stone,1,0,0-5,Stone,Personal,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,5,2,19000000000,218390000,4,87,2,1,1,MDF,1,Persian-Western,Ceramic Parquet,1,1,5-10,Composite,Personal,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirdamad,5,1,45000000000,409090000,2,110,3,0,1,MDF,1,Western,Stone,1,1,5-10,Composite Panel,Residential,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Ekhtiarieh,6,2,26000000000,200000000,4,130,3,1,1,High-gloss,1,Persian-Western,Ceramic,1,1,20-30,Stone,Personal,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gholhak,5,,9000000000,93750000,1,96,3,1,1,MDF,1,Western,Ceramic,0,1,20-30,Stone,Personal,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,7,1,60000000000,242910000,7,247,3,1,1,MDF,1,Persian-Western,Ceramic,1,1,0-5,Stone,Personal,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,5,1,51100000000,350000000,1,146,3,1,1,None,1,Persian-Western,Stone,1,1,0-5,Stone,Personal,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,6,4,,,3,120,2,1,1,High-gloss,1,Persian-Western,Stone,1,1,5-10,Stone,Personal,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,4,3,,,3,75,2,0,1,Pantry,0,Persian,Laminate,1,0,15-20,Stone,Promissory,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,5,1,12800000000,160000000,4,80,2,0,1,MDF,1,Persian-Western,Ceramic,0,1,0-5,Stone,Personal,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,5,4,36000000000,356430000,1,101,2,0,1,High-class,1,Persian-Western,Stone,1,1,5-10,Stone,Personal,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farmanieh,6,4,,230000000,2,88,2,1,1,MDF,1,Persian-Western,Stone,1,1,0-5,Classic,Personal,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,5,2,,,2,204,3,1,1,Custom,0,Persian-Western,Stone,1,1,0-5,Stone,Personal,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,8,4,,,5,201,3,0,1,MDF,1,Persian-Western,Ceramic,1,1,0-5,Stone,Personal,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirdamad,6,2,30000000000,200000000,4,150,3,1,1,MDF,1,Persian-Western,Ceramic Parquet,1,1,15-20,Stone,Personal,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ajudanieh,2,2,99000000000,550000000,2,180,3,0,1,MDF,0,Persian-Western,Parquet,1,0,30+,3cm Brick,Personal,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darrus,7,2,,,6,250,3,1,1,MDF,1,Persian-Western,Stone,1,1,5-10,Stone,Personal,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,4,2,44000000000,200000000,,220,3,1,1,MDF,1,Persian-Western,Stone,1,1,0-5,Stone,Personal,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,4,1,11800000000,236000000,,50,1,0,1,MDF,1,Western,Ceramic,0,1,15-20,Brick,Personal,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ekhtiarieh,4,1,13000000000,118180000,4,110,2,0,1,MDF,1,Persian-Western,Ceramic,1,1,15-20,Stone,Personal,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farmanieh,4,2,13260000000,170000000,,78,1,0,1,MDF,1,Western,Stone,0,0,20-30,Cement,Personal,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darband,6,2,21000000000,244180000,1,86,2,1,1,MDF,1,Persian-Western,Stone,1,1,0-5,Stone,Personal,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gholhak,5,3,,240000000,,104,2,1,1,High-class,1,Persian-Western,Parquet,1,1,0-5,Stone,Personal,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirdamad,6,1,22000000000,143790000,1,153,3,0,1,MDF,1,Persian-Western,Ceramic,1,1,20-30,Stone,Personal,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farmanieh,6,4,,230000000,2,88,2,1,1,MDF,1,Persian-Western,Stone,1,1,0-5,Classic,Personal,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ajudanieh,2,2,99000000000,550000000,2,180,3,0,1,MDF,0,Persian-Western,Parquet,1,0,30+,3cm Brick,Personal,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,5,4,21725000000,275000000,4,79,2,0,1,Pantry,0,Persian,Ceramic,1,0,5-10,Stone,Administrative,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirdamad,5,,13900000000,173750000,3,80,3,0,1,Pantry,0,Persian,Ceramic,0,0,20-30,Stone,Administrative,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,4,2,,,,100,2,0,1,None,0,Persian-Western,Ceramic,1,1,0-5,Stone,Residential,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirdamad,10,8,32000000000,248060000,,129,4,0,1,MDF,1,Persian,Stone,1,1,15-20,Stone,Personal,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darrus,7,2,,,6,250,3,1,1,MDF,1,Persian-Western,Stone,1,1,5-10,Stone,Personal,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirdamad,6,2,30000000000,200000000,4,150,3,1,1,MDF,1,Persian-Western,Ceramic Parquet,1,1,15-20,Stone,Personal,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,16,3,1.1E+11,500000000,7,220,3,1,1,MDF,1,Persian-Western,Stone,1,1,0-5,Stone,Personal,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,5,2,,,2,204,3,1,1,Custom,0,Persian-Western,Stone,1,1,0-5,Stone,Personal,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darrus,7,2,,,6,250,3,1,1,MDF,1,Persian-Western,Stone,1,1,5-10,Stone,Personal,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,4,1,18600000000,167560000,3,111,3,1,1,MDF,1,Persian-Western,Stone,1,1,10-15,Stone,Personal,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darband,8,,68450000000,370000000,2,185,3,1,1,Pantry,1,Persian-Western,Stone,1,1,5-10,Stone,Residential,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gholhak,4,3,17000000000,193180000,3,88,2,0,1,MDF,0,Persian-Western,Ceramic,1,1,10-15,Stone,Personal,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,4,1,25500000000,188880000,1,135,3,1,1,MDF,1,Persian-Western,Stone,1,1,10-15,Stone,Personal,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Darrus,3,3,43000000000,223950000,3,192,3,1,1,MDF,1,Persian-Western,Stone,1,1,30+,Stone,Personal,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farmanieh,10,,,,8,320,4,0,1,MDF,0,Persian-Western,Ceramic,1,1,0-5,Stone,Personal,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,4,1,34290000000,270000000,,127,2,1,1,High-class,1,Persian-Western,Stone,1,1,0-5,Stone & Brick,Personal,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tajrish,6,1,87500000000,350000000,1,250,3,1,1,High-class,1,Persian-Western,Stone,1,1,0-5,Stone,Personal,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farmanieh,5,1,25500000000,300000000,1,85,2,0,1,MDF,1,Persian-Western,Ceramic,1,0,5-10,Stone,Personal,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tajrish,3,3,7525000000,175000000,2,43,1,0,1,Pantry,0,Persian,Stone,0,0,20-30,Stone,Personal,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,10,,,,4,117,,1,1,Pantry,0,Persian-Western,Ceramic,1,0,0-5,Stone & Glass,Commercial,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,5,2,42500000000,274190000,3,155,3,1,1,High-class,1,Persian-Western,Stone,1,1,5-10,Stone,Personal,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,4,2,27000000000,183670000,3,147,3,1,1,MDF,1,Persian-Western,Ceramic,1,1,20-30,3cm Brick,Residential,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Niavaran,5,1,21000000000,300000000,3,70,2,0,1,Custom,0,Persian-Western,Ceramic,0,1,0-5,Stone,Personal,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,5,1,45000000000,206420000,2,218,3,1,1,MDF,1,Persian-Western,Ceramic,1,1,10-15,Stone,Personal,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,4,1,18600000000,167560000,3,111,3,1,1,MDF,1,Persian-Western,Stone,1,1,10-15,Stone,Personal,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirdamad,5,2,33000000000,200000000,5,165,3,1,1,MDF,1,Persian-Western,Stone,1,1,20-30,Granite,Personal,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ajudanieh,4,1,,,,165,,0,1,Pantry,0,Persian-Western,Ceramic,0,0,30+,Stone,Residential,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aghdasieh,5,1,22950000000,170000000,3,135,3,1,1,MDF,1,Western,Stone,1,1,10-15,Stone,Personal,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown,5,2,33000000000,200000000,5,165,3,1,1,MDF,1,Persian-Western,Stone,1,1,20-30,Granite,Personal,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tajrish,3,3,7525000000,175000000,2,43,1,0,1,Pantry,0,Persian,Stone,0,0,20-30,Stone,Personal,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,4,1,34290000000,270000000,,127,2,1,1,High-class,1,Persian-Western,Stone,1,1,0-5,Stone & Brick,Personal,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,5,1,21000000000,300000000,3,70,2,0,1,Custom,0,Persian-Western,Ceramic,0,1,0-5,Stone,Personal,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gholhak,4,1,11700000000,128570000,2,91,2,1,1,High-class,1,Persian-Western,Parquet,0,1,15-20,Stone,Personal,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tajrish,6,1,87500000000,350000000,1,250,3,1,1,High-class,1,Persian-Western,Stone,1,1,0-5,Stone,Personal,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,5,1,45000000000,206420000,2,218,3,1,1,MDF,1,Persian-Western,Ceramic,1,1,10-15,Stone,Personal,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farmanieh,5,2,,,4,170,3,1,1,MDF,1,Persian-Western,Ceramic,1,1,10-15,Stone,Personal,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darrus,5,2,24000000000,240000000,2,100,2,0,1,MDF,1,Persian,Ceramic,1,0,0-5,Stone,Residential,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,2,2,32000000000,203820000,2,157,3,0,1,MDF,1,Persian,Parquet,1,1,30+,Cement,Personal,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,5,2,57500000000,250000000,5,230,3,1,1,MDF,1,Persian-Western,Stone,1,1,0-5,Stone,Personal,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
